Statement,True,False
"There used to be 16 workers for every one person on Social Security. ... Now its three. When Social Security first started, there was 16 workers for every retiree Today there are three workers for every retiree and soon there will be only two for every retiree.",1.0,0.0
Sixty-one percent of our active military are currently listed as overweight. More than one-quarter of Americas young adults are too fat to serve in the U.S. military.,1.0,0.0
"40% of Americans know someone who has been killed by a gun. ""A quarter of our guns are sold outside of the background checks."".",0.5,0.5
"Says he predicts the weather better than Punxsutawney Phil. West Coast wildfires are due to ""bad forest maintenance,"" not climate change.",0.5,0.5
"An optional microchip for COVID-19 vaccines ""would give officials information on who has and has not been vaccinated"" and ""tracks the location of the patient."". ""We have one of the lowest mortality rates in the world"" from COVID-19.",0.0,1.0
Says Rick Scott pled the Fifth 75 times to avoid jail for Medicare fraud. Taking the Fifth Amendment in a deposition about the Columbia/HCA hospital chain he founded means a truthful answer to the questions that (Rick Scott) was asked would incriminate him.,1.0,0.0
Measures taken by my administration have saved taxpayers $1 billion. This years state budget and my spending proposal for Fiscal Year 2016 represent an infusion of more than $1 billion in additional money for K-12 education.,1.0,0.0
"In the U.S. Senate, Barack Obama ""has not reached across party lines to get anything significant done."". Then-Sen. Barack Obama refused to raise the debt ceiling because he said President Bush had failed in leadership.",0.5,0.5
The [Georgia] General Assembly took away the Atlanta Board of Educations oversight of the superintendent. The Georgia Department of Education has implemented a new policy beginning in August that states that public schools will no longer accept credits from home school entities or non-traditional education centers.,0.5,0.5
"Every Republican nominee since Richard Nixon, who at one time was under an audit, has released their tax returns. Even Richard Nixon released his tax returns to the public when he was running for president ...",0.5,0.5
Women who have miscarriages could be investigated by police under legislation supported by Republican state Senate candidate Rick Gudex. A bill backed by Sean Duffy and other House Republicans could actually require the Internal Revenue Service to conduct audits of rape victims who get an abortion.,0.0,1.0
More businesses are closing than are opening for the first time in our nations history. We lost more jobs in this great recession than the last four recessions combined.,1.0,0.0
"If you already have health insurance through your job, or Medicare, or Medicaid, or the VA, nothing in this plan will require you or your employer to change the coverage or the doctor you have. Says that even if you have no children, under Obamacare, you would still have to carry insurance that covers pediatric, maternity and newborn care even though you do not need it.",0.5,0.5
"""Trump is now suing CNN over ‘pro-impeachment bias' and he demands a ‘substantial payment.'"". Says President Donald Trump has been ""taking money Congress authorized to protect people facing disaster in order to indefinitely detain asylum seekers."".",0.5,0.5
"On support for the Bridge to Nowhere. Palin ""stopped the Bridge to Nowhere."".",0.0,1.0
"On attacks by Republicans that various programs in the economic stimulus plan are not stimulative, ""If you add all that stuff up, it accounts for less than 1 percent of the overall package"". ""No prominent Democrats have had the virus but the list of Republicans goes on and on."".",0.5,0.5
"""Vice President Biden threatened a foreign country and forced them to fire a prosecutor who was investigating a company,"" that paid his son Hunter. ""Nancy Pelosi's Son Paul Jr. Was Exec at 'Ukraine-Based Gas Company,' Similar to Hunter Biden"".",0.0,1.0
"""If you line up all the countries that have done (Covid-19) testing on a per-capita basis, we're at the bottom of the list."". ""In Chicago, Covid-19 actually LOWERED the death rate."".",0.0,1.0
Says Mitt Romney raised business taxes 20 percent in Massachusetts. Property taxes have increased 20 percent under four years of Chris Christie.,1.0,0.0
"""Violent crime is now going down for the first time in a long while."". ""Public trust in our election system is at an all-time low."".",0.0,1.0
"Before I was state treasurer, my Rhode Island business helped create over 1,000 jobs. The Ohio Democratic Party has raised $1.1 million since the November election. A very small percentage of that has come from organized labor.",1.0,0.0
The very first meal on the surface of the moon was the Holy Communion. Says the first word spoken from the moon was Houston.,0.5,0.5
"For NATO exercises, we dont have enough of our own hardware and equipment even for training purposes. So the Britsare spotting us choppers. NATO hasn't provided enough troops (in Afghanistan) because they are still angry about us going into Iraq.",1.0,0.0
"Marco Rubio made it clear: Not only does he think Donald Trump is a con man, hewent on to say he doesnt trust Donald Trump with the nuclear codes. Rather than work to secure the border, (Marco Rubio) supported Obamas amnesty plan for illegal immigrants.",0.5,0.5
Texas leads the nation in the percentage of residents without health insurance. Says Texas has the nations most uninsured residents.,0.5,0.5
President Obama took more money from Wall Street in the 2008 campaign than anybody ever had. Says Republican Sen. John McCain won more votes for president in Cuyahoga County in the 2008 general election than he did in seven states.,1.0,0.0
"Only 15 percent of drug users are African-American, yet 74 percent of all drug offenders sentenced to prison are black. Says New Jerseys prison system is 61 percent African-American even though our state is just 13 percent black.",1.0,0.0
"3,000 teachers lost their jobs when (Crist) was governor. For every one ESD superintendent position, we can pay for three speech pathologists, or three special needs instructors, or three classroom teachers.",0.0,1.0
"""Covid-19 is NOT killing people. Weak immune systems and bad doctors are."". Pictures and reports of ""empty hospitals"" prove COVID-19 spread is ""fake crisis for real government planned agendas."".",0.0,1.0
